,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
10,0.0018246,0.0016202,0.001489,0.0014163,0.0014017,0.0014118,0.0014362,0.0014693,0.0015091,0.0015571,0.0016169,0.0017151,0.0018991,0.0022108,0.0026791,0.0032214,0.00369,0.0040115,0.004265,0.0044923,0.0046422,0.0048488,0.005157,0.00542,0.0055426,0.0056114,0.005613,0.0055986,0.005597100000000001,0.005584,0.0055562,-0.0017565,-0.0012084,-0.00076282,-0.00047524,-0.00026076,-0.00010586,8.7819e-06,0.00010065,0.00018699,0.00028394,0.00041468,0.00059603,0.00083664,0.0011063,0.0012887,0.001312,0.0011697,0.00099917,0.00086527,0.00076545,0.00069918,0.00073284,0.00068146,0.00052611,0.00031948,0.00016485,4.7872e-05,-2.8155e-05,-8.6896e-05,-0.00013331,-0.00014828
11,0.0017349,0.0016473,0.0014573,0.0014051,0.0013871,0.0013975,0.0014216,0.001454,0.0014934,0.0015378,0.0015972,0.0016933,0.0018737,0.0021845,0.0026531,0.0031949,0.003673,0.0040081,0.0042701,0.004500100000000001,0.0046464,0.0048497,0.005168,0.005422,0.0055551,0.0056088,0.005606399999999999,0.0055935,0.0055794,0.0055722,0.0055578,-0.0015966,-0.0012225,-0.0007636,-0.00047785,-0.0002607,-0.00010534,7.4191e-06,9.8685e-05,0.00018449,0.00028074,0.0004096,0.00059127,0.0008286,0.0011021,0.0012907,0.0013331,0.0011926,0.0010235,0.0008976,0.00079031,0.00072175,0.0007763,0.00070454,0.0005356,0.00033083,0.00014847,4.5732e-05,-3.7548e-05,-9.1136e-05,-0.00011172,-0.00013377
12,0.0019001,0.0016471,0.0014722,0.0014099,0.0013905,0.0013995,0.0014232,0.0014533,0.0014922,0.0015353,0.0015836,0.0016583,0.0017852,0.0020343,0.0024357,0.0030242,0.0036828,0.0043,0.004890100000000001,0.0054635,0.0058038,0.0062247,0.007065399999999999,0.007952899999999999,0.0086631,0.008912200000000002,0.0091701,0.009338500000000001,0.0094415,0.0095632,0.009609,-0.0015618,-0.0012009,-0.00076888,-0.00047763,-0.00026689,-0.00011283,-2.4996e-07,8.962899999999999e-05,0.00017331,0.00026298,0.00038165,0.00055444,0.00079496,0.0011227,0.0014589,0.001737,0.0018284,0.0018354,0.0018037,0.0017097,0.0016126,0.0018345,0.0019992,0.0017306,0.0011312,0.00079509,0.00043628,0.00013772,-4.545e-06,-0.00023035,-0.00030131
13,0.001827,0.0015817,0.0014723,0.0013995,0.0013843,0.0013916,0.0014129,0.0014433,0.0014813,0.0015231,0.0015705,0.0016376,0.0017594,0.0019869,0.002397,0.0029784,0.0036676,0.004350100000000001,0.0050531,0.0056475,0.0060449,0.006520399999999999,0.007336100000000001,0.008314100000000001,0.0086014,0.0093475,0.009439399999999999,0.009518500000000001,0.0096536,0.0096708,0.0096934,-0.001768,-0.0011362,-0.0007689,-0.00048177,-0.00026781,-0.00011448,-2.2303e-06,8.736200000000001e-05,0.00016886,0.00025844,0.00037643,0.00054893,0.00079588,0.0011245,0.0015052,0.0018197,0.0019607,0.0020151,0.0020537,0.0018929,0.0017983,0.0020463,0.002176,0.0019192,0.0014502,0.00099002,0.00043917,0.00020677,-0.00012993,-0.00023894,-0.00031712
14,0.0017762,0.0016745,0.0014587,0.0013995,0.0013836,0.0013905,0.001411,0.001442,0.0014791,0.0015188,0.0015663,0.0016329,0.001755,0.0019838,0.0023881,0.0029685,0.003666,0.0043662,0.0050293,0.0056995,0.006115600000000001,0.0065794,0.0074485,0.008420700000000001,0.009161399999999998,0.0094757,0.0097061,0.009904099999999999,0.0097725,0.0097588,0.0097133,-0.0017945,-0.0012009,-0.00077781,-0.00047975,-0.00026724,-0.00011434,-3.449e-06,8.6402e-05,0.00016782,0.00025655,0.00037483,0.00054801,0.00079854,0.0011284,0.0015485,0.001805,0.0019829,0.0020502,0.0019757,0.0019403,0.0018149,0.0020609,0.0022586,0.0019509,0.0013341,0.00089233,0.00049632,0.0001674,-3.8482e-05,-0.00018708,-0.00030731
15,0.0019038,0.0015319,0.0014744,0.0013984,0.0013835,0.0013902,0.0014113,0.0014423,0.0014781,0.0015205,0.0015666,0.0016373,0.0017525,0.001975,0.0023816,0.0029727,0.0036934,0.004370199999999999,0.0050716,0.0056956,0.006101,0.0065601,0.007422800000000001,0.0084149,0.009104799999999998,0.0095008,0.0097238,0.009803399999999999,0.0098114,0.009795,0.009674,-0.0017007,-0.0012587,-0.00077197,-0.00047996,-0.00026656,-0.00011456,-2.9331e-06,8.665700000000001e-05,0.00016825,0.00025643,0.00037539,0.00054877,0.00079964,0.0011301,0.0015039,0.0018461,0.0020112,0.0020348,0.0020575,0.001888,0.0017804,0.002049,0.002233,0.0019915,0.00145,0.00092212,0.00049668,0.00021728,-2.8162e-05,-0.00020245,-0.00029728
16,0.0018705,0.0016096,0.0014869,0.0014156,0.0013971,0.0014057,0.0014295,0.001462,0.0015015,0.0015452,0.0016025,0.0016909,0.001848,0.0021296,0.0025792,0.0031654,0.0036893,0.0041249,0.004485899999999999,0.0047851,0.0050226,0.0053139,0.0057783,0.006181399999999999,0.006437899999999999,0.0065759,0.006655199999999999,0.0066298,0.0066338,0.0066306,0.0066119,-0.0017602,-0.0011832,-0.00076337,-0.00047621,-0.00026197,-0.00010795,4.6113e-06,9.641299999999999e-05,0.00017985,0.00027509,0.0003993,0.00057749,0.00081838,0.0011123,0.0013635,0.0014688,0.0013924,0.0012831,0.0011727,0.0010399,0.00099276,0.0010808,0.0010564,0.00081658,0.00058265,0.00031473,0.0001275,1.0346e-05,-9.757200000000001e-05,-0.00013352,-0.00018003
17,0.0017766,0.0015926,0.0014799,0.0014055,0.0013857,0.0013962,0.0014195,0.0014509,0.00149,0.0015318,0.0015873,0.0016727,0.0018268,0.0021056,0.0025553,0.0031445,0.0037031,0.0041479,0.004529699999999999,0.0048953,0.0050806,0.0053577,0.0058712,0.006278300000000001,0.006577600000000001,0.006669899999999999,0.0066857,0.006729600000000001,0.0067363,0.006717799999999999,0.0066738,-0.0017766,-0.0012001,-0.00076533,-0.00047949,-0.0002644,-0.00010876,3.587e-06,9.4219e-05,0.00017838,0.00027155,0.00039552,0.00057375,0.00081972,0.0011198,0.0013956,0.0015117,0.0014449,0.00134,0.0012385,0.0011385,0.0010646,0.0011254,0.0011324,0.00089463,0.00060479,0.00033968,0.00014166,-7.6289e-07,-8.7463e-05,-0.00013571,-0.00016958
18,0.0019391,0.001659,0.0014639,0.001411,0.0013907,0.001399,0.0014225,0.0014551,0.0014932,0.0015381,0.0015929,0.0016799,0.0018356,0.0021245,0.0025845,0.0031493,0.0036966,0.0041251,0.004478899999999999,0.004807,0.005017,0.005301699999999999,0.0057666,0.0061713,0.0064367,0.0065937,0.0067187,0.0066054,0.0066113,0.006632300000000001,0.0066301,-0.0017044,-0.0011946,-0.00076671,-0.00048026,-0.00026268,-0.00010869,4.657e-06,9.5345e-05,0.00017979,0.00027307,0.00039786,0.00057872,0.00082682,0.0011121,0.0013781,0.0014699,0.0014041,0.0012778,0.0011643,0.0010638,0.00098766,0.0010719,0.0010708,0.00082397,0.00057169,0.00033274,0.00016606,1.7962e-06,-8.693299999999999e-05,-0.00014556,-0.00019102
19,0.0020146,0.0016529,0.0014843,0.0014138,0.0013972,0.0014042,0.0014275,0.0014602,0.0014985,0.0015451,0.0015996,0.0016883,0.0018478,0.0021344,0.0026032,0.0031675,0.0037057,0.0041266,0.004479100000000001,0.0048027,0.0050191,0.0053532,0.0057402,0.00614,0.0064166,0.0065752,0.0065906,0.006617100000000001,0.0066288,0.006646300000000001,0.0066753,-0.0017985,-0.0011291,-0.00077026,-0.00047495,-0.00026324,-0.0001089,4.9581e-06,9.6667e-05,0.00018066,0.00027431,0.00040123,0.0005825,0.00083061,0.0011164,0.0013745,0.0014523,0.0013919,0.0012622,0.0011519,0.0010504,0.00097806,0.0010552,0.0010536,0.00088491,0.00055468,0.00031587,0.00012976,-2.82e-06,-7.853600000000001e-05,-0.00014298,-0.00018615
20,0.0018294,0.0015874,0.0014809,0.0014159,0.001396,0.0014078,0.001432,0.0014652,0.0015044,0.0015518,0.0016118,0.0017103,0.0018872,0.002203,0.0026682,0.0032245,0.003677300000000001,0.0040095,0.0042659,0.0044982,0.0046622,0.0048751,0.0051726,0.0054244,0.0055735,0.005596899999999999,0.005612699999999999,0.0055956,0.0055854,0.0055683,0.0055305,-0.0017941,-0.0010918,-0.00075237,-0.0004753,-0.00025966,-0.00010451,8.6895e-06,0.00010123,0.00018709,0.00028365,0.00041223,0.00059227,0.00083044,0.0010984,0.0013085,0.0013114,0.0011804,0.0010224,0.00088631,0.00078897,0.00072489,0.00076056,0.00071266,0.00052424,0.00032293,0.0001576,4.9464e-05,-4.391399999999999e-05,-0.00010152,-0.0001296,-0.0001529
21,0.0019889,0.0015516,0.0014648,0.001399,0.0013825,0.0013918,0.0014161,0.0014495,0.0014872,0.0015329,0.0015892,0.0016842,0.0018575,0.0021662,0.0026341,0.0031848,0.0036623,0.0039997,0.0042675,0.0045106,0.004679699999999999,0.0049,0.005189500000000001,0.005479100000000001,0.005605,0.0056424,0.0056401,0.005622,0.005599,0.0055738,0.005524100000000001,-0.0018037,-0.0011944,-0.00076287,-0.00047549,-0.00026051,-0.0001068,6.7196e-06,9.775200000000001e-05,0.00018205,0.00027725,0.00040625,0.00059,0.00083399,0.0010982,0.0013178,0.0013454,0.0012142,0.0010512,0.0009193,0.00082037,0.00075646,0.00079413,0.00072381,0.00054111,0.00033095,0.00016172,7.1216e-05,-1.9273e-05,-8.1506e-05,-0.0001183,-0.00014292
22,0.0018246,0.0016202,0.001489,0.0014163,0.0014017,0.0014118,0.0014362,0.0014693,0.0015091,0.0015571,0.0016169,0.0017151,0.0018991,0.0022108,0.0026791,0.0032214,0.00369,0.0040115,0.004265,0.0044923,0.0046422,0.0048488,0.005157,0.00542,0.0055426,0.0056114,0.005613,0.0055986,0.005597100000000001,0.005584,0.0055562,-0.0017565,-0.0012084,-0.00076282,-0.00047524,-0.00026076,-0.00010586,8.7819e-06,0.00010065,0.00018699,0.00028394,0.00041468,0.00059603,0.00083664,0.0011063,0.0012887,0.001312,0.0011697,0.00099917,0.00086527,0.00076545,0.00069918,0.00073284,0.00068146,0.00052611,0.00031948,0.00016485,4.7872e-05,-2.8155e-05,-8.6896e-05,-0.00013331,-0.00014828
23,0.0017349,0.0016473,0.0014573,0.0014051,0.0013871,0.0013975,0.0014216,0.001454,0.0014934,0.0015378,0.0015972,0.0016933,0.0018737,0.0021845,0.0026531,0.0031949,0.003673,0.0040081,0.0042701,0.004500100000000001,0.0046464,0.0048497,0.005168,0.005422,0.0055551,0.0056088,0.005606399999999999,0.0055935,0.0055794,0.0055722,0.0055578,-0.0015966,-0.0012225,-0.0007636,-0.00047785,-0.0002607,-0.00010534,7.4191e-06,9.8685e-05,0.00018449,0.00028074,0.0004096,0.00059127,0.0008286,0.0011021,0.0012907,0.0013331,0.0011926,0.0010235,0.0008976,0.00079031,0.00072175,0.0007763,0.00070454,0.0005356,0.00033083,0.00014847,4.5732e-05,-3.7548e-05,-9.1136e-05,-0.00011172,-0.00013377
24,0.0026049,0.0020825,0.0019655,0.0017455,0.0015999,0.001529,0.001513,0.0015353,0.0015838,0.0016544,0.0017604,0.0019111,0.002148,0.002511,0.0031025,0.004111999999999999,0.0057474,0.0081191,0.010891,0.012596,0.014222,0.017544,0.021768,0.026176,0.029193,0.030825,0.032157,0.031637,0.030101,0.028644,0.028592,-0.0053934,-0.0036085,-0.0024966,-0.0016751,-0.0010719,-0.00061475,-0.00027375,-3.104e-06,0.00023799,0.00048552,0.00078505,0.0011759,0.001714,0.0024441,0.0034218,0.004704600000000001,0.0060845,0.0071319,0.0075708,0.0071264,0.0084455,0.0098248,0.009820299999999999,0.008923700000000001,0.0065235,0.0042696,0.0023995,0.00076726,-0.00023096,-0.00091536,-0.0011219
25,0.0028055,0.0023399,0.0020061,0.001792,0.001648,0.0015819,0.0015726,0.0016027,0.0016614,0.001751,0.0018777,0.0020725,0.0023733,0.0028483,0.0036132,0.0048223,0.0065615,0.008607,0.010487,0.011226,0.012233,0.01166,0.015129,0.0189,0.02305,0.026455,0.028869,0.031234,0.032492,0.033399,0.031839,-0.005248600000000001,-0.0035843,-0.0024641,-0.0016629,-0.0010507,-0.00058906,-0.00024009,4.0056e-05,0.00029301,0.00055707,0.00087633,0.0012857,0.0018316,0.0025601,0.0034639,0.0044137,0.0052339,0.0054563,0.0050963,0.0047497,0.0057779,0.0043207,0.0046573,0.0045449,0.0040591,0.0031205,0.0018761,0.00079549,-5.0372e-05,-0.00073398,-0.0017858
26,0.0025632,0.0022162,0.0019865,0.0017612,0.0016138,0.0015426,0.0015283,0.0015511,0.0016003,0.0016747,0.001783,0.0019462,0.0021984,0.0026047,0.0032714,0.0043463,0.0060236,0.008270900000000001,0.010762,0.012182,0.013584,0.016589,0.020416,0.024242,0.027329,0.028794,0.029659,0.030855,0.031982,0.032794,0.031106,-0.0052268,-0.0035427,-0.0024996,-0.0016795,-0.0010705,-0.00060923,-0.00026654,6.9449e-06,0.00025061,0.00050336,0.00080783,0.0012051,0.0017446,0.002468,0.003428800000000001,0.0045558,0.00573,0.006552199999999999,0.0067202,0.0063023,0.007456399999999999,0.008647499999999999,0.0084965,0.0074403,0.0056927,0.0037182,0.0020645,0.00078947,-9.400200000000001e-05,-0.00082607,-0.0013366
27,0.0026586,0.0023275,0.0020047,0.0017813,0.0016374,0.0015685,0.0015586,0.0015855,0.0016405,0.0017249,0.0018442,0.0020287,0.0023136,0.0027576,0.0035095,0.0046838,0.0064251,0.008495299999999999,0.010476,0.011292,0.012369,0.014875,0.017917,0.020496,0.022371,0.023214,0.023363,0.019927,0.030526,0.032842,0.033629,-0.005099899999999999,-0.0036605,-0.0024885,-0.0016669,-0.0010567,-0.00059655,-0.00024966,2.6646e-05,0.00027559,0.00053566,0.00084716,0.0012543,0.0018024,0.0025129,0.0034157,0.004444,0.0052976,0.0055967,0.0053052,0.0049184,0.0060286,0.0069813,0.0068461,0.005587699999999999,0.0040814,0.0024763,0.0011462,0.0014777,-0.00010313,-0.00084497,-0.0012884
28,0.0026521,0.0024419,0.0019743,0.0017466,0.0015963,0.0015262,0.0015115,0.0015357,0.0015853,0.0016613,0.001771,0.0019324,0.002193,0.0025976,0.0032576,0.004348100000000001,0.006007500000000001,0.0082019,0.01042,0.011525,0.012791,0.015525,0.0191,0.022415,0.02426,0.025516,0.026294,0.026284,0.026078,0.026064,0.025879,-0.005476600000000001,-0.003689500000000001,-0.0024881,-0.001676,-0.001069,-0.0006115,-0.00026979,2.2142e-06,0.00024368,0.0004954,0.00079496,0.0011842,0.0017118,0.002424,0.0033403,0.0044523,0.0055316,0.0060831,0.00597,0.005555300000000001,0.006814799999999999,0.0080469,0.0080713,0.0068462,0.0048313,0.0030935,0.0016975,0.00043905,-0.00017078,-0.00072406,-0.00022272
29,0.0027858,0.0024079,0.0020616,0.0018432,0.0017036,0.0016442,0.0016412,0.0016779,0.0017482,0.0018544,0.0020091,0.0022437,0.0026126,0.003207199999999999,0.0041007,0.0053675,0.006959999999999999,0.0085296,0.0096888,0.010062,0.010932,0.012586,0.014182,0.015383,0.016102,0.016317,0.016489,0.013757,0.017536,0.018718,0.019141,-0.0052988,-0.0038014,-0.0024649,-0.0016494,-0.0010337,-0.00056601,-0.00021038,7.9068e-05,0.00034347,0.00062267,0.00095762,0.0013852,0.0019237,0.0025929,0.003338,0.0039702,0.0042481,0.0040271,0.0034578,0.003262699999999999,0.0039633,0.004222500000000001,0.0036467,0.0027183,0.0017834,0.00092485,0.00029754,-0.0002134,-0.00054492,-0.00089005,-0.00099843
30,0.0025618,0.0023206,0.0020307,0.0018147,0.001672,0.0016104,0.0016031,0.0016374,0.0017028,0.0018012,0.0019429,0.0021612,0.002513,0.0030571,0.0039061,0.005155600000000001,0.0067244,0.008348999999999999,0.0096264,0.010031,0.010913,0.012629,0.014233,0.015233,0.016312,0.025412,0.01715,0.018959,0.019761,0.018851,0.024647,-0.0054128,-0.003697,-0.0024458,-0.001652,-0.0010387,-0.00057472,-0.00022297,6.038899999999999e-05,0.00031793,0.00059144,0.00091399,0.0013299,0.0018596,0.0025222,0.0032814,0.003954699999999999,0.0043347,0.0041995,0.0036396,0.0033877,0.0041039,0.004375,0.0038233,0.0028364,0.0018963,0.0041684,0.00023068,-0.00021368,-0.00059921,6.4724e-05,-0.0012683
31,0.0027588,0.0023966,0.0020529,0.00183,0.0016891,0.0016241,0.0016183,0.0016522,0.0017176,0.0018181,0.0019666,0.0021948,0.0025598,0.0031324,0.0040039,0.005238399999999999,0.006785899999999999,0.0083289,0.009538600000000001,0.0099344,0.01082,0.012536,0.014223,0.015593,0.01618,0.016428,0.016357,0.016287,0.016187,0.016524,0.016989,-0.0053422,-0.0037319,-0.0024677,-0.00166,-0.0010423,-0.00057564,-0.00022274,6.394199999999999e-05,0.00032484,0.00060032,0.00092833,0.0013456,0.0018803,0.0025353,0.0032619,0.0038863,0.0041798,0.0040009,0.0034419,0.0032436,0.003942,0.0042637,0.0037561,0.002844,0.0018197,0.00097214,0.00026652,-0.00021331,-0.00054152,-0.00083341,-0.0013367
32,0.0027167,0.0024833,0.0020476,0.0018261,0.0016801,0.001614,0.0016061,0.0016381,0.0017004,0.0017961,0.0019363,0.0021518,0.002496,0.0030395,0.0038775,0.005111999999999999,0.0066781,0.0083201,0.009664399999999998,0.010119,0.010982,0.012782,0.014557,0.015961,0.016567,0.016778,0.01704,0.017101,0.016607,0.016323,0.016618,-0.0051625,-0.003687699999999999,-0.002486,-0.0016609,-0.0010496,-0.00058361,-0.00023319,5.031e-05,0.00030585,0.00057851,0.00090155,0.0013158,0.0018546,0.002519,0.0032555,0.0039458,0.0043366,0.0042584,0.0037188,0.0034389,0.0041463,0.0045128,0.0039868,0.0030277,0.0019538,0.0010445,0.00038702,-0.00013698,-0.00051586,-0.00076765,-0.00090092
33,0.0025028,0.0023422,0.0020298,0.0018227,0.0016816,0.0016205,0.0016186,0.0016562,0.0017293,0.0018415,0.0020108,0.002282,0.0027262,0.0033918,0.0042805,0.005274,0.0062403,0.0070007,0.007490399999999999,0.007649600000000001,0.00812,0.0087777,0.0092958,0.009575499999999999,0.0097341,0.01002,0.0096279,0.009709200000000001,0.0097885,0.0097935,0.009549799999999999,-0.0053173,-0.0036348,-0.0024454,-0.0016554,-0.0010341,-0.00057022,-0.00021712,6.8795e-05,0.00032989,0.00060299,0.00092179,0.0013151,0.0017678,0.0022232,0.0025624,0.0026291,0.002442,0.0020597,0.0016225,0.0014854,0.0016301,0.0015052,0.0011553,0.00076231,0.0004166,0.0029029,-0.000165,-0.0003401,-0.00050449,-0.00061903,-0.00067475
