1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.0019000999999999998,0.0016471,0.0014722000000000001,0.0014099,0.0013905,0.0013995,0.0014232000000000001,0.0014533,0.0014922000000000002,0.0015353,0.0015836,0.0016583,0.0017852,0.0020343,0.0024357,0.0030242,0.0036828000000000004,0.0043,0.0048901000000000005,0.0054635,0.0058038000000000005,0.0062247,0.0070653999999999995,0.007952899999999999,0.0086631,0.008912200000000002,0.0091701,0.009338500000000001,0.0094415,0.0095632,0.009609,-0.0015618000000000001,-0.0012009,-0.00076888,-0.00047763,-0.00026689,-0.00011283,-2.5e-07,8.96e-05,0.00017331,0.00026298,0.00038165,0.00055444,0.00079496,0.0011227000000000001,0.0014589,0.001737,0.0018284000000000002,0.0018353999999999998,0.0018036999999999999,0.0017097000000000002,0.0016125999999999998,0.0018345,0.0019992,0.0017305999999999997,0.0011312000000000002,0.00079509,0.00043628,0.00013772,-4.55e-06,-0.00023035,-0.00030131
0.0017762000000000001,0.0016745000000000002,0.0014587,0.0013995,0.0013835999999999998,0.0013905,0.001411,0.001442,0.0014791,0.0015187999999999998,0.0015663,0.0016329,0.001755,0.0019838,0.0023881,0.0029685,0.0036659999999999996,0.0043662,0.0050293,0.0056995,0.0061156000000000005,0.0065794,0.0074485,0.008420700000000001,0.009161399999999998,0.0094757,0.0097061,0.009904099999999999,0.0097725,0.0097588,0.0097133,-0.0017945,-0.0012009,-0.00077781,-0.00047975,-0.00026724,-0.00011434,-3.45e-06,8.640000000000001e-05,0.00016782,0.00025655,0.00037483,0.00054801,0.00079854,0.0011284,0.0015485,0.001805,0.0019829,0.0020502,0.0019757,0.0019402999999999998,0.0018149000000000002,0.0020609,0.0022586,0.0019509,0.0013341,0.00089233,0.00049632,0.0001674,-3.85e-05,-0.00018708,-0.00030731
0.0019038,0.0015319,0.0014744,0.0013984000000000002,0.0013835000000000002,0.0013902,0.0014112999999999999,0.0014423,0.0014781,0.0015205,0.0015665999999999998,0.0016373000000000002,0.0017525,0.001975,0.0023815999999999998,0.0029726999999999996,0.0036934,0.004370199999999999,0.0050716,0.0056956,0.006101,0.0065601,0.007422800000000001,0.0084149,0.009104799999999998,0.0095008,0.0097238,0.009803399999999999,0.0098114,0.009795,0.009674,-0.0017007,-0.0012587,-0.00077197,-0.00047996,-0.00026656,-0.00011456,-2.93e-06,8.669999999999999e-05,0.00016825,0.00025643,0.00037539,0.00054877,0.00079964,0.0011300999999999998,0.0015039,0.0018460999999999998,0.0020112000000000003,0.0020348,0.0020575,0.001888,0.0017804000000000001,0.002049,0.0022329999999999997,0.0019914999999999998,0.00145,0.00092212,0.00049668,0.00021728,-2.8199999999999998e-05,-0.00020245,-0.00029728
0.0018704999999999998,0.0016096,0.0014869000000000002,0.0014156,0.0013970999999999999,0.0014057,0.0014295,0.001462,0.0015015,0.0015452,0.0016024999999999998,0.0016909000000000002,0.001848,0.0021295999999999997,0.0025792,0.0031654,0.0036893,0.0041249,0.004485899999999999,0.0047851000000000005,0.0050226,0.0053139,0.0057783,0.006181399999999999,0.006437899999999999,0.0065759,0.006655199999999999,0.0066298,0.0066338000000000005,0.0066305999999999995,0.0066118999999999995,-0.0017602,-0.0011832000000000001,-0.00076337,-0.00047621,-0.00026197,-0.00010795,4.61e-06,9.640000000000001e-05,0.00017985,0.00027509,0.00039930000000000006,0.00057749,0.00081838,0.0011122999999999999,0.0013635,0.0014688,0.0013924000000000002,0.0012831,0.0011727,0.0010399,0.00099276,0.0010808,0.0010564,0.00081658,0.00058265,0.00031473,0.00012749999999999998,1.0300000000000001e-05,-9.76e-05,-0.00013352,-0.00018003
0.0019390999999999998,0.0016589999999999999,0.0014639000000000002,0.001411,0.0013907,0.001399,0.0014225,0.0014550999999999998,0.0014932,0.0015381,0.0015929,0.0016799,0.0018355999999999997,0.0021245,0.0025845,0.0031493000000000003,0.0036966,0.0041251000000000005,0.004478899999999999,0.004807,0.005017,0.0053016999999999995,0.0057666,0.0061713,0.0064367,0.0065937,0.0067187,0.0066054,0.0066113,0.006632300000000001,0.0066301,-0.0017044,-0.0011945999999999999,-0.00076671,-0.00048026,-0.00026268,-0.00010869,4.66e-06,9.53e-05,0.00017979,0.00027307,0.00039786,0.00057872,0.00082682,0.0011120999999999998,0.0013781,0.0014699000000000001,0.0014041,0.0012778,0.0011642999999999998,0.0010638,0.00098766,0.0010719000000000002,0.0010708,0.00082397,0.00057169,0.00033274,0.00016606,1.8e-06,-8.690000000000001e-05,-0.00014556,-0.00019102
0.0020146,0.0016529,0.0014843,0.0014138,0.0013972000000000001,0.0014042,0.0014275,0.0014602,0.0014985,0.0015450999999999998,0.0015995999999999999,0.0016883,0.0018477999999999997,0.0021344000000000003,0.0026031999999999995,0.0031675,0.0037056999999999997,0.0041266,0.004479100000000001,0.0048027,0.0050191,0.0053532,0.0057402,0.00614,0.0064166,0.0065752,0.0065906,0.006617100000000001,0.0066288,0.006646300000000001,0.0066753,-0.0017985,-0.0011290999999999999,-0.00077026,-0.00047495,-0.00026324,-0.00010889999999999999,4.96e-06,9.67e-05,0.00018066,0.00027431,0.00040123,0.0005825,0.00083061,0.0011164000000000002,0.0013744999999999999,0.0014523,0.0013919,0.0012622,0.0011519,0.0010504000000000002,0.00097806,0.0010552,0.0010536,0.00088491,0.00055468,0.00031587,0.00012976,-2.82e-06,-7.85e-05,-0.00014298,-0.00018615
0.0018294000000000001,0.0015874,0.0014809,0.0014159,0.001396,0.0014077999999999999,0.0014320000000000001,0.0014652,0.0015044000000000001,0.0015517999999999999,0.0016117999999999998,0.0017102999999999999,0.0018872,0.002203,0.0026682,0.0032245,0.0036773000000000005,0.0040095,0.0042658999999999996,0.0044982,0.0046622,0.0048751,0.0051726,0.0054244,0.0055735,0.005596899999999999,0.005612699999999999,0.0055956,0.0055854,0.0055683,0.0055305,-0.0017940999999999999,-0.0010918,-0.00075237,-0.0004753,-0.00025966,-0.00010451,8.69e-06,0.00010123,0.00018709,0.00028365,0.00041223,0.00059227,0.00083044,0.0010984000000000002,0.0013085,0.0013114000000000001,0.0011804,0.0010224,0.00088631,0.00078897,0.00072489,0.00076056,0.00071266,0.00052424,0.00032293,0.00015759999999999998,4.95e-05,-4.39e-05,-0.00010152,-0.0001296,-0.0001529
0.0018245999999999998,0.0016202000000000002,0.001489,0.0014163000000000001,0.0014017,0.0014118,0.0014362,0.0014693,0.0015091,0.0015571,0.0016169,0.0017151,0.0018991,0.0022108,0.0026791000000000002,0.0032213999999999997,0.0036899999999999997,0.0040115,0.004265,0.0044923,0.0046422,0.0048488,0.005157,0.00542,0.0055426,0.0056114,0.005613,0.0055986000000000005,0.005597100000000001,0.005584,0.0055562,-0.0017565,-0.0012084,-0.00076282,-0.00047524,-0.00026076,-0.00010586,8.78e-06,0.00010065,0.00018699,0.00028394,0.00041468,0.00059603,0.00083664,0.0011063,0.0012887,0.001312,0.0011697,0.00099917,0.00086527,0.00076545,0.00069918,0.00073284,0.00068146,0.00052611,0.00031948,0.00016485,4.79e-05,-2.8199999999999998e-05,-8.690000000000001e-05,-0.00013331,-0.00014828
0.0017349,0.0016473,0.0014573000000000001,0.0014050999999999998,0.0013870999999999998,0.0013974999999999999,0.0014215999999999999,0.001454,0.0014934000000000002,0.0015378,0.0015972000000000002,0.0016933,0.0018737000000000003,0.0021845,0.0026531,0.0031949,0.0036729999999999996,0.0040081,0.0042701,0.004500100000000001,0.0046464,0.0048497,0.005168,0.005422,0.0055551,0.0056088,0.005606399999999999,0.0055935,0.0055794,0.0055722,0.0055578,-0.0015965999999999999,-0.0012225,-0.0007636,-0.00047785,-0.0002607,-0.00010534,7.42e-06,9.87e-05,0.00018449,0.00028074,0.0004096,0.00059127,0.0008286,0.0011021,0.0012907,0.0013331,0.0011925999999999998,0.0010234999999999999,0.0008976000000000001,0.00079031,0.00072175,0.0007763,0.00070454,0.0005356,0.00033083,0.00014847,4.57e-05,-3.75e-05,-9.109999999999999e-05,-0.00011172,-0.00013377
0.001827,0.0015817000000000001,0.0014723,0.0013995,0.0013843,0.0013915999999999998,0.0014129000000000001,0.0014433,0.0014812999999999998,0.0015230999999999999,0.0015705,0.0016375999999999997,0.0017594000000000002,0.0019868999999999998,0.002397,0.0029784000000000004,0.0036676,0.004350100000000001,0.0050531000000000005,0.0056475,0.0060449,0.006520399999999999,0.007336100000000001,0.008314100000000001,0.0086014,0.0093475,0.009439399999999999,0.009518500000000001,0.0096536,0.0096708,0.0096934,-0.001768,-0.0011362,-0.0007689,-0.00048177,-0.00026781,-0.00011448,-2.23e-06,8.740000000000001e-05,0.00016886,0.00025844,0.00037643,0.00054893,0.00079588,0.0011244999999999998,0.0015052,0.0018196999999999998,0.0019607,0.0020151,0.0020537,0.0018929000000000003,0.0017983,0.0020463,0.002176,0.0019192,0.0014502,0.00099002,0.00043917,0.00020677,-0.00012993,-0.00023894,-0.00031712
